Id,StarbucksId,Name,BrandName,StoreNumber,PhoneNumber,OwnershipType,Street1,Street2,Street3,City,CountrySubdivisionCode,CountryCode,PostalCode,Longitude,Latitude,TimezoneOffset,TimezoneId,TimezoneOlsonId,FirstSeen,LastSeen
393a095b-8e9c-4c0a-9d2a-e934a7801fb3,1006078,Hadapsar,Starbucks,21335-210964,,JV,"Ground Floor, West Block","Amanora Town Centre, Hadapsar",,Pune,MH,IN,411028,73.94,18.52,330,India Standard Time,GMT+05:30 Asia/New_Delhi,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
4de7873c-b586-42f1-8f1a-64827b43b9f0,4089,Niigata BANDAI CITY,Starbucks,30242-49479,,JV,1-6-1 Bandai Chuo-ku,,,Niigata,15,JP,950-0088,139.06,37.92,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
f8f9a506-53dd-4a64-a6fb-eed8899f1523,13319,Los Altos Rancho,Starbucks,5280-847,6509171359,CO,654 Fremont Ave,,,Los Altos,CA,US,94024,-122.1,37.36,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
ead61d31-eae4-44e0-b45a-1e65fe9c9f1a,12866,Vons-Las Vegas #1970,Starbucks,74600-69902,702-240-0293,LS,8540 W Desert Inn Rd,,,Las Vegas,NV,US,891179155,-115.28,36.13,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
df0d22fb-c61f-4e83-b245-1333b98f0374,10702,Target Amsterdam T-2461,Starbucks,70085-136616,518-770-7180,LS,4930 State Hwy 30,,,Amsterdam,NY,US,120107520,-74.19,42.96,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
db494aa9-bcb5-4c29-8529-95ce9388bda1,10383,Kroger-Spring #364,Starbucks,79443-98034,281-370-2072,LS,6060 FM-2920,,,Spring,TX,US,773792542,-95.52,30.08,-360,Central Standard Time,GMT-06:00 America/Chicago,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
28fd9fa9-5eec-4ab2-bc3a-abbc74e8e93e,12353,2525 West End,Starbucks,8356-5891,615-341-0093,CO,2521 West End Ave.,,,Nashville,TN,US,372031423,-86.81,36.15,-360,Central Standard Time,GMT-06:00 America/Chicago,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
de6ec833-0069-47c8-b7d2-09841bc3cd60,1013887,ECI GAIA,Starbucks,27609-248106,,LS,El Corte Ingles Gaia. Porto,Avenida da Republica 1435,,Vila Nova de Gaia Porto,13,PT,4430-999,-8.61,41.13,60,Romance Standard Time,GMT+0:00 Europe/Lisbon,4/21/2016 12:00:00 AM,2/3/2017 12:00:00 AM
1e74a609-a005-4560-b26f-c8ce8ea33b6d,1009856,Amityville- Broadway,Starbucks,24309-237007,,CO,751-827 Broadway,200,,Amityville,NY,US,11701,-73.43,40.7,-300,Eastern Standard Time,GMT-05:00 America/New_York,9/14/2016 12:00:00 AM,2/3/2017 12:00:00 AM
6c612cf8-11ef-4069-8a3a-77177194b33b,15644,Cascade Summit,Starbucks,484-19399,503-723-0085,CO,22750 Salamo Road,,,West Linn,OR,US,970689240,-122.65,45.36,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
f7ebea41-d989-4c96-aad8-53cb46aa9095,1013126,Wigan - Market Place,Starbucks,28403-250700,,FR,31-33 Market Place,,,Wigan,ENG,GB,WN1 1PE,-2.63,53.55,0,GMT Standard Time,GMT+0:00 Europe/London,9/12/2015 12:00:00 AM,2/3/2017 12:00:00 AM
b0d957b5-035c-479c-985d-574aa8521921,1012049,哈尔滨埃德蒙顿凯德店,Starbucks,27417-247257,,CO,道里区,凯德广场埃德蒙顿地上一层01-05号,埃德蒙顿路38号,哈尔滨,23,CN,150070,126.59,45.73,480,China Standard Time,GMT+08:00 Asia/Beijing,9/29/2015 12:00:00 AM,2/3/2017 12:00:00 AM
4d36093b-286b-4c00-80b9-57839308d4b1,1012526,The Junction - California & Alaska,Starbucks,24837-236918,2066593373,CO,4233 SW Alaska St.,,,Seattle,WA,US,98116,-122.39,47.56,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,8/18/2015 12:00:00 AM,2/3/2017 12:00:00 AM
3d2f347d-b3bc-44cc-ae83-6809937d40f5,1012719,Teavana - Alderwood Mall,Teavana,28520-249846,425-774-7740,CO,3000 184th St.N.W.,#218,Alderwood Mall,LYNNWOOD,WA,US,98037,-122.27,47.83,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,7/9/2015 12:00:00 AM,2/3/2017 12:00:00 AM
bce7ca24-d2b9-4b6d-8a4e-f3009bd1cace,7237,"Milford, Boston Post Rd.",Starbucks,10353-100691,203-878-1865,CO,1319 Boston Post Rd.,,Post Mall Pad,Milford,CT,US,064602710,-73.04,41.24,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
cfcf136f-b85f-48b4-b356-7216817dd020,19475,Village Newcastle Upon Tyne,Starbucks,3754-145913,1912701414,LS,West Allotment,Cobalt Business Park,,Newcastle upon Tyne,ENG,GB,NE27 0BY,-1.51,55.03,0,GMT Standard Time,GMT+0:00 Europe/London,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
05555f5e-304e-4d6c-ab59-0f146357c3c8,1010450,Cozumel Pama,Starbucks,24969-239446,,LS,Rafael E. Melgar  34  Isla Cozumel,,,COZUMEL,ROO,MX,77609,-86.95,20.51,-360,Central Standard Time (Mexico),GMT-06:00 America/Mexico_City,5/28/2015 12:00:00 AM,2/3/2017 12:00:00 AM
d57e89da-d41f-449f-a2ff-cd9f17246f9c,4817,Venetian,Starbucks,31906-113446,(853)28828086,LS,"Shop 1033a Grand Canal Shoppes, Venetian",Estrada Baia de N Senhora da Esperanca,,Macau,92,CN,,113.56,22.15,480,China Standard Time,GMT+08:00 Asia/Beijing,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
7c852b44-c030-4381-badb-b533705e6add,1006791,Xizhi Datong,Starbucks,21539-212144,,JV,"Datong Rd.,  Xizhi Dist.",,,New Taipei City,TPQ,TW,221,121.66,25.07,480,Taipei Standard Time,GMT+08:00 Asia/Taipei,1/23/2015 12:00:00 AM,2/3/2017 12:00:00 AM
77143fae-8f1f-4636-a928-1b891e178bc2,15221,Canyon Park,Starbucks,323-270,425-486-0668,CO,22833 Bothell Everett Hwy,,,Bothell,WA,US,980219385,-122.22,47.79,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
7a238f48-3a8d-456e-bc98-73916a3da8a8,4200,Minoh Onohara,Starbucks,1842-140550,,JV,5-5-19 Onoharanishi,,,Minoh,27,JP,562-0032,135.51,34.83,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
d1434118-e8b8-4e37-9758-feb4a87cadf7,116623,Yonge & Lawrence,Starbucks,17627-180704,(416) 486-0220,CO,3050 Yonge Street,,,Toronto,ON,CA,M4N 2K4,-79.4,43.72,-300,Eastern Standard Time,GMT-05:00 America/Toronto,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
f2e28e32-d385-40b1-9478-e300c93034e0,1005326,Starbucks,Starbucks,19398-201886,362 4376277,LS,Cumhuriyet Mah Adnan,Menderes Bulv No: 367,,Samsun,55,TR,55200,36.26,41.34,120,Turkey Standard Time,GMT+2:00 Asia/Istanbul,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
22097fb9-3ac3-4a0e-ad72-1ed404cff42f,1016246,Cal Poly Slo - Mobile Truck,Starbucks,50089-266344,,LS,BLDG 19,,,SAN LUIS OBISPO,CA,US,93407,-120.66,35.3,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,9/27/2016 12:00:00 AM,2/3/2017 12:00:00 AM
214a117a-156f-4d97-9a94-cddfbef48a93,10872,Milwaukee & Greggs Pkwy,Starbucks,13832-107647,847-367-4139,CO,1640 N. Milwaukee Ave.,Suite 100,,Vernon Hills,IL,US,600611596,-87.95,42.26,-360,Central Standard Time,GMT-06:00 America/Chicago,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
c6023d86-343b-425e-8865-fd64b43280b0,3456,TSUTAYA Kyoto Reseach Park,Starbucks,30545-95164,,JV,91 Chudojiawatacho Shimogyo-ku,,,Kyoto,26,JP,600-8815,135.74,35.0,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
6e79bfd8-0523-4613-8fe0-a173be0ae1c9,8672,Westlake & Thousand Oaks,Starbucks,5445-863,(805) 777-1196,CO,111 S. Westlake Blvd.,#B-4,,Thousand Oaks,CA,US,913623807,-118.82,34.16,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
e9fbc5a0-be4f-4afd-b554-c9de4886240f,7229,Fred Meyer-Puyallup #424,Starbucks,79305-93992,253-445-7840,LS,17404 Meridian E,,,Puyallup,WA,US,983756234,-122.3,47.1,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
52916422-579e-45f3-9aff-191300b0d6c3,7556,Monte Vista & Hwy 99,Starbucks,11470-105119,209-634-2794,CO,3220 Countryside Drive,,,Turlock,CA,US,953808426,-120.88,37.52,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
62c1488a-6046-42da-9ad9-cdb9cf856cb7,4531,서초역점,Starbucks,3041-144886,02-758-8289,JV,1542-14,,,서울,11,KR,137-070,127.01,37.49,540,Korea Standard Time,GMT+09:00 Asia/Seoul,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
8227a77b-21b7-4a4f-9cbb-dd81d36210dc,761,11 Clair Rd W,Starbucks,4747-104225,519-822-8462,CO,11 Clair Road West,,,Guelph,ON,CA,N1L 0A6,-80.19,43.5,-300,Eastern Standard Time,GMT-05:00 America/Toronto,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
e9682004-2ddc-4da8-adb8-b44bfca838a4,1006092,U of AR- Smith Pendergraft Campus C,Starbucks,21675-208464,,LS,5210 Grand Ave,,,Ft. Smith,AR,US,72913,-94.35,35.35,-360,Central Standard Time,GMT-06:00 America/Chicago,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
f12fc05b-b846-48f6-8dcd-5a2c39168d14,16861,Albertsons-Las Vegas #6046,Starbucks,73363-25330,702-877-3338,LS,1001 S. Rainbow Blvd.,,,Las Vegas,NV,US,891456232,-115.25,36.16,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
980f9951-b7ec-4a26-9336-fd282b8e0786,1014146,青岛凯德新都心店,Starbucks,47170-254724,,CO,市北区,凯德Mall新都心地上一层01-27号,黑龙江南路16、18号,青岛市,37,CN,266000,120.39,36.11,480,China Standard Time,GMT+08:00 Asia/Beijing,7/7/2016 12:00:00 AM,2/3/2017 12:00:00 AM
aa6f7e54-d6fc-4720-abc6-55f7d9816f97,2452,Edinburgh - Haymarket Station,Starbucks,12629-100508,01313379050,CO,1a Haymarket Railway Station,,,Edinburgh,SCT,GB,EH12 5EY,-3.22,55.95,0,GMT Standard Time,GMT+0:00 Europe/London,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
566ec8d2-4f6d-4079-863c-3b1d6d14adb8,17292,"Craig & Jones, Las Vegas",Starbucks,9888-98133,702-395-2205,CO,6020 W. Craig Rd,#110,Lowe's Marketplace Northwest,Las Vegas,NV,US,891302568,-115.23,36.24,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
87d41924-c674-4e7e-92d7-84dfd274a968,69715,南京德基店,Starbucks,16658-174187,,JV,中山路18号B1-130铺位,,德基广场,南京市,32,CN,210000,118.79,32.04,480,China Standard Time,GMT+08:00 Asia/Beijing,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
9d9b8995-66d5-4437-9ae4-95ad1c34b790,14437,Financial Plaza - Bishop & Merchant,Starbucks,21019-13626,808-585-8658,CO,130 Merchant Street #111,,,Honolulu,HI,US,968134426,-157.86,21.31,-600,Hawaiian Standard Time,GMT-10:00 Pacific/Honolulu,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
1eed1538-f391-4668-8e2a-088dc3891d37,113936,Starbucks Gambir,Starbucks,18642-193804,021-34834643,LS,Jl. Medan Merdeka Timur,Area Keberangkatan,,Jakarta,JK,ID,10110,106.83,-6.18,420,SE Asia Standard Time,GMT+07:00 Asia/Jakarta,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
d82ea914-9bb9-48ff-a5a1-329c40590980,1013548,El San Juan,Starbucks,29402-253682,,LS,6063 Isla Verde Ave,,,Carolina,PR,PR,979,-66.02,18.44,-240,SA Western Standard Time,GMT-04:00 America/Puerto_Rico,10/15/2015 12:00:00 AM,2/3/2017 12:00:00 AM
99dcffcd-aa62-4f11-9a2c-1291d743834e,9467,King of Prussia Mall -Court Level 2,Starbucks,10171-99122,610-962-1060,CO,690 West Dekalb Pike,Suite 2092,The Court at King of Prussia Mall,King of Prussia,PA,US,194062943,-75.39,40.09,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
c6331ca1-f3c7-40c0-ba62-60c0db037820,13861,"SEA SeaTac Concourse A, Space 2",Starbucks,75667-93767,,LS,2580 S 156th St,,,Seattle,WA,US,981581132,-122.3,47.44,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
f803b98a-567c-4c06-aaee-97ffaa2e0b1e,8602,Hwy 119 & Kent Dairy,Starbucks,10796-102254,205-685-9705,CO,2171 Kent Dairy Rd,,,Alabaster,AL,US,350075387,-86.83,33.21,-360,Central Standard Time,GMT-06:00 America/Chicago,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
f36c7304-76e3-4cb6-b815-14fcdf560899,20221,Harvard Yard,Starbucks,7102-153944,6173543726,CO,1380 Mass Ave,,Harvard Yard,Cambridge,MA,US,02138,-71.12,42.37,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
f1e2c01f-9f47-4e15-b3d2-e832c00d282f,14421,Boonsboro,Starbucks,7893-83505,434-384-6724,CO,4925 Boonsboro Road,,,Lynchburg,VA,US,245032207,-79.22,37.45,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
700b79dd-0101-4306-a4ae-0acb7dbed574,9522,Sunset & Merganser - Suisun City,Starbucks,8728-73248,707-429-1867,CO,193 Sunset Ave,Suite A,Sunset Center,Suisun City,CA,US,945852063,-122.02,38.25,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
878a92b6-acb2-4cdc-acbc-36f69d1a3c1a,4776,البدع,Starbucks,30870-98466,22253171,LS,"بلوك 12, شارع التعاون",,قطعة 12,مدينة الكويت,KU,KW,,48.09,29.32,180,Arab Standard Time,GMT+000000 Asia/Kuwait,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
7c3ca12f-ce78-4bd9-b8b6-08232555ff21,63146,TSUTAYA Osaki Eki-mae,Starbucks,15408-150965,,LS,2-10-1 Osaki,,,Shinagawa-ku,13,JP,141-0032,139.73,35.62,0,UTC,GMT+09:00 Asia/Tokyo,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
f84e6e8c-ece0-4f52-a9d9-393fe995b8eb,1014860,Aeon Mall,Starbucks,47303-255586,,LS,"G/F, Lot-E0014 Aeon Mall, Phnom Penh",,,Phnom Penh,12,KH,,104.93,11.55,420,SE Asia Standard Time,GMT+000000 Asia/Phnom_Penh,5/26/2016 12:00:00 AM,2/3/2017 12:00:00 AM
edf980b7-3c08-4894-b091-1c7c969ecc00,1007890,Cheongdam Sageori,Starbucks,22689-223665,,JV,"6-4, Cheongdam-dong, Gangnam-gu",,,Seoul,11,KR,135-949,127.05,37.52,540,Korea Standard Time,GMT+09:00 Asia/Seoul,2/28/2014 12:00:00 AM,2/3/2017 12:00:00 AM
37ab4eb6-226e-4c78-aff9-048858feaca8,113920,Rohnert Park & Commerce,Starbucks,5418-179167,,CO,6277 Commerce Blvd,,,Rohnert Park,CA,US,94928,-122.71,38.35,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
06eb445e-ba96-4aca-a1c6-8f85ff2236e7,14899,Shoreline & Almonte - Mill Valley,Starbucks,5941-38480,415-383-4437,CO,247 Shoreline Highway,Unit A-5,Redwood Square,Mill Valley,CA,US,949413664,-122.53,37.88,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
e7959251-4e03-4c91-96c8-f39a26891394,6214,CYC Hospital,Starbucks,33418-93080,,JV,"No. 539,  Jhongsiao Rd.",1F,,Chiayi City,CYI,TW,600,120.45,23.5,480,Taipei Standard Time,GMT+08:00 Asia/Taipei,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
64109cad-c97e-4896-9903-470b2f64db19,13770,Target Pasadena T-883,Starbucks,76198-94545,626-584-1606,LS,777 E Colorado Blvd,,,Pasadena,CA,US,911012104,-118.13,34.15,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
e7a90018-5b25-43b0-94eb-d200ac31e95c,113667,Coleman & Newhall,Starbucks,5436-164304,,CO,540 Newhall Drive,20,,San Jose,CA,US,95110,-121.92,37.35,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
d4aafa7f-1ba0-407e-b865-80c425494dcc,1622,广州中石化大厦店,Starbucks,32647-134276,020-38922050,CO,天河区体育西路191号,1/29A、1/30A、1/30B号单元,中石化大厦柏西商都首层1/29、,广州市,44,CN,510620,113.32,23.14,480,China Standard Time,GMT+08:00 Asia/Beijing,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
a4d6cc9a-34ef-47fb-861f-b98601f176d7,1013970,Suanplern Market,Starbucks,26661-239307,614172004,CO,"Rama 4 Road, Klongtan, Klongtey",,,Bangkok,10,TH,10110,100.57,13.72,420,SE Asia Standard Time,GMT+07:00 Asia/Bangkok,12/19/2015 12:00:00 AM,2/3/2017 12:00:00 AM
92dc3577-552b-48e5-bb70-16e22b77ba62,6917,144th and I-25-Westminster,Starbucks,13233-105953,303-450-5034,CO,14456 Delaware Street,,,Westminster,CO,US,800239265,-104.99,39.96,-420,Mountain Standard Time,GMT-07:00 America/Denver,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
38fdc533-fd76-4af5-af5d-32073d7a4548,7188,"Durango & Elkhorn, Las Vegas",Starbucks,10042-99280,702-396-5821,CO,7170 N. Durango Drive,#110,,Las Vegas,NV,US,891494476,-115.29,36.29,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
89d6fa6b-e114-40fb-82b3-b31a889309fe,12362,Albertsons - Colburg #572,Starbucks,73336-21780,541-342-7635,LS,311 Coburg Rd,,,Eugene,OR,US,974016109,-123.07,44.07,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
bd83bc91-7065-4c1e-ba07-840d13b56540,716,Cedar Hills-96th & 128th,Starbucks,4715-101540,(604) 582-2974,CO,12840 96th Avenue,,Cedar Hills,Surrey,BC,CA,V3V 6A8,-122.87,49.18,-480,Pacific Standard Time,GMT-08:00 America/Vancouver,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
f26c7cd8-6841-49d7-aaeb-e022a09d1aaf,1006283,Daejeon Noeun Station,Starbucks,17427-181867,,JV,"907-3, Jijok-dong, Yuseong-gu",,,Daejeon,30,KR,305-330,127.19,36.22,540,Korea Standard Time,GMT+09:00 Asia/Seoul,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
85a3e2f3-9f7f-49f2-a40d-d261253aa45a,11933,Safeway-Vancouver #1704,Starbucks,74134-26787,360-944-2680,LS,6700 NE 162nd Ave. Suite 500,,,Vancouver,WA,US,986823864,-122.51,45.67,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
563c76f3-c35e-4d6d-82f2-44ccfab7b538,7687,Safeway-Springfield #1094,Starbucks,79768-127826,541-747-0715,LS,1891 Pioneer Pkwy E,,,Springfield,OR,US,974773935,-123.02,44.06,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
1414c951-7311-4660-ab19-5e51c03c25b7,7589,"Kroger-Gainsville, GA #437",Starbucks,72540-107432,770-532-1143,LS,3630 Thompson Bridge Rd.,,,Gainesville,GA,US,305061519,-83.87,34.37,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
a1da8a7b-7766-497b-ad46-0fa770eb45d7,353,Safeway - Edmonton #808,Starbucks,74961-102938,,LS,8118 118th Avenue NW,,,Edmonton,AB,CA,T5B 0S1,-113.47,53.57,-420,Mountain Standard Time,GMT-07:00 America/Edmonton,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
4ffa615d-afb9-4e94-9cd1-6d73f04fda06,92836,Hwy 17 & Hwy 544-Myrtle Beach,Starbucks,18021-100541,8436506602,CO,102 Loyola Drive,A,,Myrtle Beach,SC,US,29575,-78.99,33.64,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
2e432e64-28be-4023-9ead-5815d3d6cc78,17000,Piedmont,Starbucks,14047-108074,(503) 283-0671,CO,6003 NE MLK Drive,,,Portland,OR,US,972134035,-122.66,45.57,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
1dfd7c3d-dec0-451c-afab-23ae9b34feaa,1006974,145 Richmond Street West,Starbucks,19664-198964,(416) 360-2821,CO,145 Richmond Street West,Unit 102,Hilton Toronto,Toronto,ON,CA,M5H 2L2,-79.39,43.65,-300,Eastern Standard Time,GMT-05:00 America/Toronto,5/3/2014 12:00:00 AM,2/3/2017 12:00:00 AM
f31051cc-5a19-4217-9930-c7647b3c12ae,1012113,SSP Bristol Airport,Starbucks,31128-240464,,LS,New Terminal Building,Room B13,,Bristol,ENG,GB,BS48 3DY,-2.71,51.39,0,GMT Standard Time,GMT+0:00 Europe/London,11/11/2015 12:00:00 AM,2/3/2017 12:00:00 AM
32fe179c-492a-4d12-91a2-02108084aef0,8725,College & Bennington,Starbucks,6331-10498,225-216-7880,CO,3009 College Drive,,,Baton Rouge,LA,US,708083118,-91.14,30.42,-360,Central Standard Time,GMT-06:00 America/Chicago,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
4b7c0c55-5ef6-453e-bb2e-2ca129c1dc37,14136,Rose Hill - Kirkland,Starbucks,3414-88083,425-827-5247,CO,12209 NE 85th St,,,Kirkland,WA,US,980338036,-122.18,47.68,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
a7447c70-0860-4af6-99d7-9746140820a8,14950,Ambassador Pkwy & Inez,Starbucks,8694-93854,337-981-5564,CO,3148 Ambassador Caffery Pkwy,,,Lafayette,LA,US,705067221,-92.08,30.19,-360,Central Standard Time,GMT-06:00 America/Chicago,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
c71dc5e3-68e6-46af-acfb-eff717feeb92,1012601,嘉兴海宁正翔店,Starbucks,27018-246349,,JV,联合路97号,海宁正翔商业广场,海宁正翔商业广场1层1021商铺,嘉兴市,33,CN,314400,120.68,30.52,480,China Standard Time,GMT+08:00 Asia/Beijing,8/18/2015 12:00:00 AM,2/3/2017 12:00:00 AM
5b74f761-1994-4b8e-9e26-04fb2c53ae5d,11371,George Washington Univ Hospital,Starbucks,75238-85016,202-715-4187,LS,900 23rd St NW,,,Washington,DC,US,200372342,-77.05,38.9,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
85c45fb4-9f9b-41fb-bbfe-8fbf04dc160a,8809,Mt Diablo & Oak Hill Rd,Starbucks,560-502,925-284-5811,CO,3547 A Mt Diablo Blvd,,,Lafayette,CA,US,945493855,-122.12,37.89,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
b5a6b759-ac59-4cad-933d-26744522cb32,68934,Plaza Aragon,Starbucks,15614-163324,,LS,Av. Carlos Hank Gonzalez No. 120,Col. Rinconada de Aragon. Local 115,,Ecatepec,MX,MX,55140,-99.03,19.53,-360,Central Standard Time (Mexico),GMT-06:00 America/Mexico_City,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
6e1efc4b-f5ee-441f-96ef-dc21310854a3,13715,Yonkers,Starbucks,7901-67260,914-337-0139,CO,2458 Central Park Avenue,,,Yonkers,NY,US,107101125,-73.83,40.98,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
10d6741a-0f6b-4c91-b51c-ecc4eb2c44eb,1009221,Southampton - Southbrook Rd,Starbucks,23485-230746,02380 230417,FR,"Lower Ground Floor, Grenville House",Nelson Gate,,Southampton,ENG,GB,SO15 1GX,-1.41,50.91,0,GMT Standard Time,GMT+0:00 Europe/London,3/13/2015 12:00:00 AM,2/3/2017 12:00:00 AM
87f0635d-f096-403e-91d3-1145d1a53f1b,1012812,Teavana - Park Place,Teavana,28616-249914,520-747-2686,CO,5870 East Broadway Blvd.,#138,Park Place,Tucson,AZ,US,85711,-110.87,32.22,-420,US Mountain Standard Time,GMT+000000 America/Phoenix,7/11/2015 12:00:00 AM,2/3/2017 12:00:00 AM
8affe0ab-1ac6-4efc-8b08-b81863b8df07,1012663,Teavana - Annapolis Mall,Teavana,28438-249799,410-571-9797,CO,2002 ANNAPOLIS MALL,,Annapolis Mall,ANNAPOLIS,MD,US,21401,-76.55,38.99,-300,Eastern Standard Time,GMT-05:00 America/New_York,7/8/2015 12:00:00 AM,2/3/2017 12:00:00 AM
9193b9f9-5ad3-40b1-9fac-e3a28afd1ec6,5216,Sunway Pyramid 2,Starbucks,31982-114991,03-56310613,LS,"No. 1, Jalan PJS 11/15, Bandar Sunway","Lot LG1.110, Lower Ground",,Petaling Jaya,10,MY,46150,101.6,3.07,480,Singapore Standard Time,GMT+08:00 Asia/Kuala_Lumpur,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
